0.1067, 1.8033
0.1636, 2.7543
0.1696, 2.8537
0.1698, 2.8579
0.1710, 2.8770
0.1819, 3.0587
0.2043, 3.4318
0.2122, 3.5622
0.2341, 3.9253
0.2638, 4.4158
0.3283, 5.4732
0.3384, 5.6380
0.3548, 5.9051
0.3558, 5.9219
0.3777, 6.2774
0.3931, 6.5278
0.3939, 6.5416
0.4044, 6.7121
0.4106, 6.8123
0.4335, 7.1817
0.4429, 7.3324
0.4491, 7.4323
0.4506, 7.4573
0.4541, 7.5127
0.4635, 7.6644
0.4656, 7.6982
0.4672, 7.7237
0.4862, 8.0289
0.5279, 8.6954
0.5337, 8.7883
0.5345, 8.8010
0.5355, 8.8162
0.5476, 9.0096
0.6019, 9.8703
0.6318, 10.3407
0.6500, 10.6274
0.6570, 10.7379
0.6676, 10.9038
0.6686, 10.9190
0.7076, 11.5291
0.7088, 11.5467
0.7427, 12.0736
0.7669, 12.4489
0.7828, 12.6954
0.7915, 12.8286
0.7944, 12.8734
0.8027, 13.0023
0.8053, 13.0421
0.8149, 13.1886
0.8287, 13.4018
0.8578, 13.8473
0.8988, 14.4712
0.9475, 15.2101
0.9499, 15.2460
0.9545, 15.3159
0.9902, 15.8533
1.0342, 16.5114
1.0576, 16.8607
1.0588, 16.8786
1.0996, 17.4838
1.1251, 17.8601
1.1296, 17.9279
1.1332, 17.9796
1.1356, 18.0157
1.1437, 18.1355
1.1674, 18.4827
1.1755, 18.6018
1.1769, 18.6227
1.1856, 18.7491
1.1919, 18.8419
1.1997, 18.9559
1.2062, 19.0510
1.2112, 19.1233
1.2250, 19.3247
1.2304, 19.4029
1.2500, 19.6877
1.2759, 20.0618
1.2818, 20.1470
1.2987, 20.3914
1.3293, 20.8314
1.3460, 21.0708
1.3515, 21.1486
1.3609, 21.2826
1.3722, 21.4439
1.3924, 21.7321
1.4198, 22.1211
1.4245, 22.1867
1.4378, 22.3750
1.4421, 22.4357
1.4619, 22.7147
1.4641, 22.7460
1.4775, 22.9342
1.4931, 23.1531
1.5010, 23.2644
1.5109, 23.4018
1.5172, 23.4903
1.5941, 24.5588
1.6257, 24.9942
1.6487, 25.3092
1.6526, 25.3634
1.7265, 26.3699
1.7814, 27.1100
1.8042, 27.4157
1.8164, 27.5795
1.8242, 27.6843
1.8378, 27.8646
1.8403, 27.8984
1.8571, 28.1217
1.8821, 28.4533
1.8916, 28.5785
1.8968, 28.6484
1.9191, 28.9412
1.9460, 29.2951
1.9517, 29.3695
1.9891, 29.8585
1.9987, 29.9831
2.0543, 30.7028
2.0706, 30.9131
2.0907, 31.1715
2.1009, 31.3021
2.1441, 31.8525
2.2019, 32.5834
2.2121, 32.7122
2.2254, 32.8793
2.2281, 32.9130
2.2430, 33.0998
2.2719, 33.4607
2.2740, 33.4868
2.3417, 34.3254
2.3451, 34.3675
2.3620, 34.5747
2.3784, 34.7755
2.3987, 35.0244
2.4041, 35.0897
2.4256, 35.3520
2.4371, 35.4910
2.4573, 35.7354
2.4612, 35.7824
2.5133, 36.4098
2.5288, 36.5953
2.5870, 37.2870
2.6182, 37.6544
2.6790, 38.3654
2.6963, 38.5675
2.6970, 38.5752
2.7222, 38.8668
2.7361, 39.0274
2.7756, 39.4812
2.7903, 39.6495
2.7915, 39.6634
2.7941, 39.6922
2.8030, 39.7947
2.8174, 39.9585
2.8203, 39.9912
2.8462, 40.2846
2.8586, 40.4248
2.8903, 40.7811
2.9651, 41.6148
2.9703, 41.6719
2.9772, 41.7486
2.9860, 41.8462
2.9878, 41.8657
3.0162, 42.1777
3.0274, 42.3004
3.0480, 42.5252
3.0517, 42.5662
3.0639, 42.6986
3.1099, 43.1972
3.1203, 43.3093
3.1483, 43.6088
3.2038, 44.2002
3.2532, 44.7212
3.2589, 44.7810
3.2987, 45.1968
3.3079, 45.2921
3.3270, 45.4905
3.3375, 45.5982
3.3594, 45.8238
3.3743, 45.9774
3.3916, 46.1538
3.3916, 46.1543
3.4145, 46.3874
3.4264, 46.5083
3.4419, 46.6661
3.4756, 47.0050
3.4770, 47.0191
3.4821, 47.0706
3.5410, 47.6579
3.5443, 47.6912
3.5755, 47.9989
3.5883, 48.1252
3.5986, 48.2260
3.6663, 48.8857
3.6917, 49.1300
3.7068, 49.2750
3.7713, 49.8896
3.7751, 49.9257
3.7876, 50.0432
3.7883, 50.0502
3.8073, 50.2289
3.8145, 50.2964
3.8720, 50.8317
3.9070, 51.1539
3.9165, 51.2417
3.9353, 51.4135
3.9714, 51.7422
3.9828, 51.8452
4.0338, 52.3028
4.0953, 52.8487
4.1163, 53.0334
4.1427, 53.2640
4.1533, 53.3559
4.1599, 53.4134
4.1604, 53.4180
4.1737, 53.5330
4.1940, 53.7086
4.1962, 53.7273
4.2041, 53.7953
4.2609, 54.2799
4.2655, 54.3187
4.2921, 54.5439
4.3033, 54.6379
4.3050, 54.6521
4.3704, 55.1964
4.3934, 55.3862
4.4159, 55.5701
4.4346, 55.7222
4.4371, 55.7431
4.4562, 55.8976
4.5101, 56.3306
4.5315, 56.5011
4.5478, 56.6300
4.5515, 56.6595
4.5526, 56.6684
4.5670, 56.7816
4.6446, 57.3857
4.7101, 57.8863
4.7323, 58.0547
4.7357, 58.0802
4.7484, 58.1752
4.7607, 58.2679
4.7627, 58.2824
4.8024, 58.5776
4.8030, 58.5822
4.8187, 58.6983
4.8279, 58.7656
4.8724, 59.0904
4.8841, 59.1753
4.9466, 59.6235
4.9641, 59.7474
4.9650, 59.7540
4.9832, 59.8818
4.9894, 59.9257
4.9926, 59.9483
5.0305, 60.2127
5.0360, 60.2507
5.0432, 60.3005
5.0743, 60.5142
5.0830, 60.5740
5.1473, 61.0093
5.1837, 61.2523
5.2154, 61.4613
5.2327, 61.5747
5.2363, 61.5985
5.2444, 61.6512
5.2517, 61.6983
5.2618, 61.7639
5.2776, 61.8664
5.2826, 61.8984
5.3479, 62.3142
