0.0223, 1.5980
0.0720, 1.5442
0.1376, 1.4679
0.1528, 1.4495
0.1872, 1.4066
0.2239, 1.3594
0.2833, 1.2801
0.3430, 1.1974
0.3815, 1.1428
0.4176, 1.0906
0.4453, 1.0501
0.4517, 1.0408
0.4601, 1.0284
0.5057, 0.9609
0.5775, 0.8537
0.6180, 0.7930
0.6397, 0.7607
0.7204, 0.6408
0.7375, 0.6156
0.7484, 0.5996
0.7765, 0.5587
0.8275, 0.4857
0.8373, 0.4717
0.8423, 0.4646
0.8533, 0.4492
0.8621, 0.4369
0.8679, 0.4288
0.8825, 0.4087
0.9471, 0.3214
1.0342, 0.2104
1.0382, 0.2056
1.0911, 0.1428
1.1017, 0.1307
1.1077, 0.1239
1.1082, 0.1233
1.1310, 0.0980
1.2411, -0.0133
1.2412, -0.0134
1.2423, -0.0144
1.2592, -0.0297
1.2707, -0.0398
1.2938, -0.0595
1.2947, -0.0602
1.3987, -0.1360
1.4221, -0.1501
1.4525, -0.1667
1.4887, -0.1839
1.5305, -0.2002
1.6542, -0.2250
1.6894, -0.2253
1.6956, -0.2250
1.7386, -0.2206
1.7435, -0.2198
1.7494, -0.2188
1.7658, -0.2154
1.7808, -0.2117
1.8450, -0.1893
1.8646, -0.1804
1.8921, -0.1660
1.9011, -0.1609
1.9517, -0.1281
1.9637, -0.1193
1.9676, -0.1163
2.0005, -0.0899
2.0689, -0.0255
2.0772, -0.0169
2.0952, 0.0026
2.1279, 0.0402
2.1999, 0.1334
2.2036, 0.1386
2.2543, 0.2130
2.2649, 0.2296
2.2679, 0.2343
2.2874, 0.2655
2.4244, 0.5133
2.4628, 0.5915
2.5534, 0.7907
2.5613, 0.8091
2.5702, 0.8297
2.5754, 0.8421
2.6013, 0.9040
2.6313, 0.9780
2.7182, 1.2033
2.7253, 1.2225
2.7440, 1.2733
2.7649, 1.3313
2.7879, 1.3960
2.7928, 1.4099
2.8275, 1.5099
2.8809, 1.6685
2.8897, 1.6951
2.9108, 1.7595
2.9446, 1.8643
2.9668, 1.9343
3.0693, 2.2677
3.0964, 2.3586
3.1750, 2.6273
3.1811, 2.6485
3.1865, 2.6672
3.2224, 2.7930
3.2429, 2.8650
3.2626, 2.9352
3.2687, 2.9567
3.2704, 2.9629
3.3571, 3.2748
3.4540, 3.6294
3.4558, 3.6360
3.4818, 3.7316
3.5344, 3.9259
3.6166, 4.2301
3.6193, 4.2403
3.6301, 4.2801
3.6888, 4.4966
3.7122, 4.5826
3.7374, 4.6752
3.7387, 4.6797
3.7458, 4.7059
3.8090, 4.9355
3.8225, 4.9844
3.8382, 5.0409
3.8742, 5.1697
3.8822, 5.1982
3.9468, 5.4257
4.0426, 5.7544
4.0872, 5.9028
4.1031, 5.9553
4.1187, 6.0062
4.1203, 6.0112
4.1770, 6.1927
4.2158, 6.3135
4.2230, 6.3355
4.2497, 6.4168
4.2779, 6.5008
4.3226, 6.6308
4.3417, 6.6851
4.3584, 6.7319
4.3621, 6.7419
4.4230, 6.9066
4.4738, 7.0370
4.4888, 7.0743
4.5185, 7.1462
4.5301, 7.1737
4.6299, 7.3955
4.6641, 7.4650
4.7749, 7.6664
4.7887, 7.6889
4.8014, 7.7091
4.8256, 7.7461
4.8627, 7.7993
4.8868, 7.8315
4.9129, 7.8642
5.0591, 8.0057
5.0705, 8.0137
5.0848, 8.0231
5.1636, 8.0625
5.1899, 8.0708
5.2032, 8.0742
5.3306, 8.0748
5.3531, 8.0690
5.4486, 8.0251
5.4835, 8.0012
5.5419, 7.9519
5.5435, 7.9505
5.5576, 7.9367
5.5613, 7.9330
5.5705, 7.9236
5.5951, 7.8970
5.6305, 7.8553
5.6833, 7.7853
5.7017, 7.7588
5.7434, 7.6946
5.7974, 7.6035
5.9231, 7.3569
5.9285, 7.3452
5.9437, 7.3121
5.9691, 7.2552
6.0677, 7.0173
6.1019, 6.9288
6.1269, 6.8623
6.1729, 6.7359
6.1778, 6.7223
6.2144, 6.6177
6.2198, 6.6021
6.2386, 6.5469
6.2399, 6.5431
6.3115, 6.3261
6.3189, 6.3031
6.3513, 6.2008
6.3735, 6.1298
6.4270, 5.9547
6.4288, 5.9490
6.4498, 5.8788
6.4666, 5.8220
6.4767, 5.7880
6.5041, 5.6941
6.5110, 5.6703
6.5474, 5.5438
6.5869, 5.4045
6.6039, 5.3440
6.6511, 5.1743
6.7458, 4.8266
6.7936, 4.6486
6.8005, 4.6225
6.8421, 4.4662
6.8616, 4.3925
6.9301, 4.1332
6.9403, 4.0942
6.9849, 3.9248
7.0100, 3.8292
7.0143, 3.8132
7.0386, 3.7208
7.0831, 3.5519
7.1808, 3.1832
7.2150, 3.0554
7.2294, 3.0017
7.3082, 2.7109
7.3683, 2.4932
7.5088, 2.0002
7.5159, 1.9758
7.5394, 1.8963
7.5786, 1.7653
7.5903, 1.7269
7.6048, 1.6794
7.6271, 1.6070
7.6833, 1.4285
7.6838, 1.4269
7.8007, 1.0751
7.8087, 1.0519
7.8184, 1.0243
7.8630, 0.8989
7.8822, 0.8465
7.9029, 0.7906
7.9136, 0.7622
7.9265, 0.7284
7.9322, 0.7134
7.9425, 0.6866
7.9557, 0.6530
7.9657, 0.6274
7.9879, 0.5720
8.0168, 0.5015
8.1119, 0.2845
8.1551, 0.1933
8.2181, 0.0690
8.2870, -0.0549
8.2919, -0.0632
8.3625, -0.1760
8.4465, -0.2926
8.4636, -0.3140
8.5018, -0.3588
8.5228, -0.3818
8.5578, -0.4174
8.5851, -0.4429
8.6127, -0.4666
8.6226, -0.4746
8.6639, -0.5052
8.6742, -0.5121
8.7350, -0.5472
8.7980, -0.5733
8.8382, -0.5846
8.8424, -0.5855
8.9497, -0.5949
8.9841, -0.5920
8.9889, -0.5913
9.0059, -0.5887
9.0363, -0.5823
9.0369, -0.5821
9.0413, -0.5810
9.0520, -0.5782
9.0913, -0.5654
9.1788, -0.5252
9.1801, -0.5245
9.2028, -0.5115
9.2443, -0.4850
9.2532, -0.4789
9.2637, -0.4715
9.2707, -0.4665
9.3414, -0.4107
9.3525, -0.4011
9.3714, -0.3845
9.3999, -0.3582
9.4207, -0.3383
9.4984, -0.2582
9.5280, -0.2256
9.5927, -0.1506
9.7185, 0.0071
9.8019, 0.1183
9.8328, 0.1605
