0.0110, 0.0082
0.0271, 0.0201
0.0448, 0.0328
0.0458, 0.0336
0.0625, 0.0454
0.0815, 0.0586
0.0828, 0.0595
0.1088, 0.0770
0.1130, 0.0798
0.1314, 0.0919
0.1424, 0.0989
0.1483, 0.1027
0.1710, 0.1169
0.1828, 0.1241
0.1885, 0.1275
0.1961, 0.1321
0.2478, 0.1617
0.2639, 0.1706
0.2773, 0.1777
0.2874, 0.1830
0.2942, 0.1865
0.3057, 0.1924
0.3301, 0.2044
0.3414, 0.2099
0.3593, 0.2182
0.3664, 0.2215
0.3874, 0.2309
0.3903, 0.2321
0.3925, 0.2331
0.3949, 0.2341
0.4469, 0.2554
0.4710, 0.2646
0.4856, 0.2699
0.5162, 0.2804
0.5754, 0.2987
0.6423, 0.3160
0.6496, 0.3176
0.7163, 0.3310
0.7288, 0.3331
0.7302, 0.3334
0.7581, 0.3376
0.7971, 0.3427
0.7976, 0.3427
0.8166, 0.3448
0.8402, 0.3469
0.8486, 0.3476
0.8900, 0.3501
0.8968, 0.3504
0.9041, 0.3507
0.9360, 0.3515
0.9517, 0.3517
0.9655, 0.3517
0.9811, 0.3515
1.0207, 0.3503
1.0293, 0.3499
1.0641, 0.3478
1.0700, 0.3474
1.1180, 0.3430
1.1232, 0.3424
1.1376, 0.3408
1.1397, 0.3405
1.1770, 0.3356
1.1941, 0.3331
1.2078, 0.3309
1.2181, 0.3292
1.2183, 0.3292
1.2390, 0.3256
1.2597, 0.3217
1.2821, 0.3172
1.2857, 0.3165
1.2997, 0.3135
1.3064, 0.3121
1.3068, 0.3120
1.3502, 0.3019
1.3771, 0.2952
1.3961, 0.2902
1.3967, 0.2900
1.4257, 0.2820
1.4275, 0.2815
1.4388, 0.2783
1.4454, 0.2763
1.4803, 0.2658
1.4933, 0.2617
1.4994, 0.2598
1.5016, 0.2591
1.5118, 0.2558
1.5511, 0.2426
1.5646, 0.2379
1.5716, 0.2354
1.5864, 0.2301
1.5869, 0.2299
1.5962, 0.2266
1.6107, 0.2213
1.6204, 0.2176
1.6410, 0.2098
1.6522, 0.2055
1.6657, 0.2002
1.7167, 0.1795
1.7209, 0.1778
1.7359, 0.1715
1.7370, 0.1711
1.7555, 0.1632
1.7756, 0.1545
1.7765, 0.1541
1.7832, 0.1512
1.7945, 0.1461
1.7966, 0.1452
1.8098, 0.1393
1.8345, 0.1281
1.8880, 0.1033
1.9061, 0.0947
1.9228, 0.0866
1.9427, 0.0769
1.9500, 0.0734
1.9688, 0.0641
1.9770, 0.0600
2.0132, 0.0418
2.0261, 0.0353
2.0377, 0.0294
2.0410, 0.0277
2.0646, 0.0155
2.0704, 0.0125
2.1080, -0.0071
2.1511, -0.0299
2.1586, -0.0339
2.1591, -0.0342
2.1603, -0.0349
2.1744, -0.0424
2.1791, -0.0449
2.2025, -0.0575
2.2218, -0.0680
2.2660, -0.0920
2.2758, -0.0973
2.2964, -0.1086
2.3050, -0.1133
2.3204, -0.1217
2.3456, -0.1355
2.3513, -0.1387
2.3637, -0.1455
2.3639, -0.1456
2.3779, -0.1532
2.3884, -0.1590
2.4173, -0.1749
2.4612, -0.1989
2.5002, -0.2201
2.5019, -0.2210
2.5095, -0.2251
2.5230, -0.2324
2.5667, -0.2558
2.5886, -0.2674
2.6026, -0.2748
2.6034, -0.2752
2.6062, -0.2767
2.6373, -0.2929
2.6790, -0.3142
2.6880, -0.3188
2.7306, -0.3400
2.7519, -0.3504
2.7687, -0.3585
2.7886, -0.3680
2.7916, -0.3694
2.7944, -0.3706
2.8011, -0.3738
2.8085, -0.3772
2.8134, -0.3795
2.8219, -0.3833
2.8312, -0.3876
2.8479, -0.3951
2.8871, -0.4121
2.8923, -0.4143
